presidente de los Estados Unidos	SPA_NW_001375_20150622_F0010003M:5694-5725	m.060d2	ORG
China	SPA_DF_000386_20150717_F0010007T:6961-6965	m.0d05w3	GPE
China	SPA_DF_000386_20150717_F0010007T:7011-7015	m.0d05w3	GPE
China	SPA_NW_001371_20150528_F0010002Z:567-571	m.0d05w3	GPE
China	SPA_NW_001371_20150528_F0010002Z:1168-1172	m.0d05w3	GPE
China	SPA_NW_001371_20150528_F0010002Z:1751-1755	m.0d05w3	GPE
China	SPA_DF_001258_20150703_F001000B9:94-98	m.0d05w3	GPE
China	SPA_DF_001258_20150703_F001000B9:608-612	m.0d05w3	GPE
China	SPA_DF_001258_20150703_F001000B9:1056-1060	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:1248-1252	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:1373-1377	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:1515-1519	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:1821-1825	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:1900-1904	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:2258-2262	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:2311-2315	m.0d05w3	GPE
China	SPA_DF_001258_20150703_F001000B9:2702-2706	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:2924-2928	m.0d05w3	GPE
China	SPA_DF_001258_20150703_F001000B9:3215-3219	m.0d05w3	GPE
china	SPA_DF_001258_20150703_F001000B9:3717-3721	m.0d05w3	GPE
China	SPA_NW_001372_20150721_F00100030:327-331	m.0d05w3	GPE
china	SPA_NW_001372_20150721_F00100030:641-645	m.0d05w3	GPE
china	SPA_NW_001372_20150721_F00100030:931-935	m.0d05w3	GPE
china	SPA_NW_001372_20150721_F00100030:2398-2402	m.0d05w3	GPE
China	SPA_NW_001372_20150721_F00100030:2572-2576	m.0d05w3	GPE
china	SPA_NW_001372_20150721_F00100030:3491-3495	m.0d05w3	GPE
China	SPA_NW_001372_20150721_F00100030:4534-4538	m.0d05w3	GPE
China	SPA_NW_001372_20150721_F00100030:4797-4801	m.0d05w3	GPE
China	SPA_NW_001373_20150802_F00100032:353-357	m.0d05w3	GPE
China	SPA_NW_001373_20150802_F00100032:975-979	m.0d05w3	GPE
China	SPA_NW_001373_20150802_F00100032:1948-1952	m.0d05w3	GPE
china	SPA_NW_001373_20150802_F00100032:2360-2364	m.0d05w3	GPE
china	SPA_NW_001373_20150802_F00100032:3246-3250	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:104-108	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:257-261	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:1363-1367	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:1694-1698	m.0d05w3	GPE
china	SPA_DF_000386_20150708_F0010007Z:2066-2070	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:2453-2457	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:3555-3559	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:3853-3857	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:4001-4005	m.0d05w3	GPE
china	SPA_DF_000386_20150708_F0010007Z:4814-4818	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:5197-5201	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:5406-5410	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:5772-5776	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:5978-5982	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:6540-6544	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:6600-6604	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:6751-6755	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:6867-6871	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:7089-7093	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:7505-7509	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:8132-8136	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:8757-8761	m.0d05w3	GPE
China	SPA_DF_000386_20150708_F0010007Z:9423-9427	m.0d05w3	GPE
china	SPA_NW_001371_20150727_F0010002Y:304-308	m.0d05w3	GPE
China	SPA_NW_001371_20150727_F0010002Y:578-582	m.0d05w3	GPE
china	SPA_NW_001371_20150727_F0010002Y:917-921	m.0d05w3	GPE
china	SPA_NW_001371_20150727_F0010002Y:2229-2233	m.0d05w3	GPE
China	SPA_NW_001371_20150727_F0010002Y:3082-3086	m.0d05w3	GPE
china	SPA_NW_001374_20150708_F00100034:284-288	m.0d05w3	GPE
China	SPA_NW_001374_20150708_F00100034:756-760	m.0d05w3	GPE
china	SPA_NW_001374_20150708_F00100034:1537-1541	m.0d05w3	GPE
china	SPA_NW_001374_20150708_F00100034:2075-2079	m.0d05w3	GPE
China	SPA_NW_001374_20150708_F00100034:2515-2519	m.0d05w3	GPE
china	SPA_NW_001374_20150708_F00100034:3374-3378	m.0d05w3	GPE
China	SPA_NW_001374_20150708_F00100034:3654-3658	m.0d05w3	GPE
china	SPA_NW_001373_20150727_F00100033:271-275	m.0d05w3	GPE
china	SPA_NW_001373_20150727_F00100033:1166-1170	m.0d05w3	GPE
China	SPA_NW_001373_20150727_F00100033:2013-2017	m.0d05w3	GPE
china	SPA_NW_001372_20150728_F00100031:364-368	m.0d05w3	GPE
China	SPA_NW_001372_20150728_F00100031:412-416	m.0d05w3	GPE
china	SPA_NW_001372_20150728_F00100031:1332-1336	m.0d05w3	GPE
EU	SPA_NW_001465_20150602_F0010004P:263-264	m.0_6t_z8	ORG
EU	SPA_NW_001465_20150602_F0010004P:340-341	m.0_6t_z8	ORG
EU	SPA_DF_000404_20150118_F001000C2:1600-1601	m.0_6t_z8	ORG
EU	SPA_DF_001258_20150629_F001000C7:671-672	m.0_6t_z8	ORG
EU	SPA_DF_001258_20150629_F001000C7:4548-4549	m.0_6t_z8	ORG
neoyorquino	SPA_NW_001078_20150602_F00100039:1725-1735	m.02_286	GPE
Washington	SPA_NW_001461_20150630_F0010004N:1244-1253	m.060d2	ORG
Washington	SPA_NW_001461_20150630_F0010004N:3343-3352	m.060d2	ORG
Washington	SPA_NW_001461_20140602_F0010004O:2333-2342	m.060d2	ORG
WASHINGTON	SPA_NW_001452_20150523_F00100046:467-476	m.060d2	ORG
Washington	SPA_NW_001364_20150414_F0010002M:1216-1225	m.060d2	ORG
WASHINGTON	SPA_NW_001458_20150620_F0010004F:456-465	m.060d2	ORG
WASHINGTON	SPA_NW_001465_20150602_F0010004P:328-337	m.060d2	ORG
Washington	SPA_NW_001075_20150615_F0010003L:904-913	m.060d2	ORG
WASHINGTON	SPA_NW_001458_20150620_F0010004E:443-452	m.060d2	ORG
Washington	SPA_NW_001460_20150624_F0010004M:2289-2298	m.060d2	ORG
Washington	SPA_NW_001360_20150501_F0010002F:5188-5197	m.060d2	ORG
Caracas	SPA_DF_001258_20150627_F001000C6:94-100	m.0fcyj	GPE
Caracas	SPA_DF_001258_20150627_F001000C6:232-238	m.0fcyj	GPE
Caracas	SPA_DF_001258_20150627_F001000C6:2196-2202	m.0fcyj	GPE
Caracas	SPA_DF_001258_20150627_F001000C6:2735-2741	m.0fcyj	GPE
CBS	SPA_NW_001102_20150602_F0010002D:1216-1218	m.09d5h	ORG
CBS	SPA_NW_001102_20150602_F0010002D:2783-2785	m.09d5h	ORG
CBS	SPA_NW_001445_20141209_F0010003J:1165-1167	m.09d5h	ORG
sudafricana	SPA_NW_001459_20150620_F0010004J:4226-4236	m.0hzlz	GPE
Alemania	SPA_NW_001443_20150810_F0010003G:278-285	m.0345h	GPE
Alemania	SPA_NW_001443_20150810_F0010003G:380-387	m.0345h	GPE
Alemania	SPA_NW_001443_20150810_F0010003G:604-611	m.0345h	GPE
Alemania	SPA_NW_001443_20150810_F0010003G:757-764	m.0345h	GPE
Alemania	SPA_NW_001443_20150810_F0010003G:1138-1145	m.0345h	GPE
Alemania	SPA_NW_001443_20150810_F0010003G:1214-1221	m.0345h	GPE
Alemania	SPA_NW_001443_20150810_F0010003G:1457-1464	m.0345h	GPE
Alemania	SPA_DF_000386_20150628_F0010007U:4822-4829	m.0345h	GPE
alemania	SPA_DF_000386_20150628_F0010007U:5335-5342	m.0345h	GPE
Alemania	SPA_DF_000386_20150713_F0010007S:8991-8998	m.0345h	GPE
Alemania	SPA_DF_000386_20150713_F0010007S:9715-9722	m.0345h	GPE
Alemania	SPA_DF_000386_20150713_F0010007S:10279-10286	m.0345h	GPE
Alemania	SPA_DF_001258_20150629_F001000C7:5341-5348	m.0345h	GPE
Alemania	SPA_DF_001258_20150629_F001000C7:5720-5727	m.0345h	GPE
Alemania	SPA_DF_001258_20150629_F001000C7:6233-6240	m.0345h	GPE
Alemania	SPA_DF_001258_20150629_F001000C7:8774-8781	m.0345h	GPE
Alemania	SPA_NW_001451_20150625_F00100045:1322-1329	m.0345h	GPE
Alemania	SPA_NW_001451_20150625_F00100045:5264-5271	m.0345h	GPE
Alemania	SPA_NW_001117_20150613_F0010003N:2339-2346	m.0345h	GPE
Alemania	SPA_DF_001251_20150701_F00100083:1877-1884	m.0345h	GPE
Alemania	SPA_DF_001258_20150711_F001000CG:94-101	m.0345h	GPE
Turquía	SPA_NW_001451_20150625_F00100045:3781-3787	m.01znc_	GPE
Suiza	SPA_NW_001367_20150529_F00100035:1045-1049	m.06mzp	GPE
Suiza	SPA_NW_001367_20150529_F00100035:2394-2398	m.06mzp	GPE
Suiza	SPA_NW_001367_20150529_F00100035:2868-2872	m.06mzp	GPE
Suiza	SPA_DF_001258_20150602_F001000BQ:866-870	m.06mzp	GPE
Suiza	SPA_DF_001258_20150602_F001000BQ:4732-4736	m.06mzp	GPE
Suiza	SPA_NW_001375_20150727_F00100036:4201-4205	m.06mzp	GPE
Suiza	SPA_DF_000386_20150428_F0010007O:12693-12697	m.06mzp	GPE
Suiza	SPA_NW_001376_20150603_F00100038:4071-4075	m.06mzp	GPE
Suiza	SPA_DF_001258_20150628_F001000CJ:2115-2119	m.06mzp	GPE
Suiza	SPA_NW_001078_20150528_F0010003A:3002-3006	m.06mzp	GPE
Suiza	SPA_DF_000404_20150530_F001000C5:5599-5603	m.06mzp	GPE
gobernación	SPA_DF_001258_20150607_F001000CI:829-839	m.09zdpf	ORG
México	SPA_NW_001450_20150626_F00100041:331-336	m.0b90_r	GPE
México	SPA_NW_001450_20150626_F00100041:550-555	m.0b90_r	GPE
México	SPA_DF_000404_20150618_F001000AZ:739-744	m.0b90_r	GPE
México	SPA_DF_000404_20150618_F001000AZ:1270-1275	m.0b90_r	GPE
México	SPA_NW_001445_20150729_F0010003K:1438-1443	m.0b90_r	GPE
México	SPA_NW_001451_20150625_F00100045:3074-3079	m.0b90_r	GPE
México	SPA_NW_001451_20150625_F00100045:3743-3748	m.0b90_r	GPE
México	SPA_NW_001123_20150615_F0010003O:2369-2374	m.0b90_r	GPE
México	SPA_DF_001502_20150711_F001000BV:6690-6695	m.0b90_r	GPE
México	SPA_DF_001502_20150711_F001000BV:8626-8631	m.0b90_r	GPE
Australia	SPA_NW_001451_20150625_F00100045:1495-1503	m.0chghy	GPE
Australia	SPA_NW_001451_20150625_F00100045:5116-5124	m.0chghy	GPE
Australia	SPA_NW_001367_20150529_F00100035:2623-2631	m.0chghy	GPE
AUSTRALIA	SPA_DF_001258_20150602_F001000BQ:3317-3325	m.0chghy	GPE
SWIFT	SPA_NW_001451_20150625_F00100045:4063-4067	m.0cx1t	ORG
Zúrich	SPA_NW_001367_20150529_F00100035:872-877	m.08966	GPE
Zúrich	SPA_NW_001376_20150602_F00100037:1078-1083	m.08966	GPE
Zúrich	SPA_DF_000386_20150528_F0010007Q:263-268	m.08966	GPE
JUSTICIA	SPA_DF_001258_20140527_F001000CB:618-625	m.0j7k_yv	GPE
JUSTICIA	SPA_DF_001258_20140527_F001000CB:2733-2740	m.0j7k_yv	GPE
Justicia	SPA_NW_001078_20150528_F0010003A:1746-1753	m.0j7k_yv	GPE
Justicia	SPA_NW_001078_20150528_F0010003A:1893-1900	m.0j7k_yv	GPE
Justicia	SPA_NW_001078_20150528_F0010003A:2974-2981	m.0j7k_yv	GPE
Justicia	SPA_NW_001078_20150528_F0010003A:4536-4543	m.0j7k_yv	GPE
Justicia	SPA_NW_001078_20150528_F0010003A:4856-4863	m.0j7k_yv	GPE
justicia	SPA_NW_001360_20150501_F0010002F:2591-2598	m.0j7k_yv	GPE
justicia	SPA_NW_001360_20150501_F0010002F:2622-2629	m.0j7k_yv	GPE
Justicia	SPA_NW_001360_20150501_F0010002F:3233-3240	m.0j7k_yv	GPE
justicia	SPA_NW_001360_20150501_F0010002F:5057-5064	m.0j7k_yv	GPE
justicia	SPA_NW_001376_20150603_F00100038:775-782	m.0j7k_yv	GPE
justicia	SPA_NW_001376_20150603_F00100038:1803-1810	m.0j7k_yv	GPE
justicia	SPA_NW_001376_20150603_F00100038:4094-4101	m.0j7k_yv	GPE
justicia	SPA_NW_001361_20150429_F0010002G:1720-1727	m.0j7k_yv	GPE
Justicia	SPA_NW_001458_20150620_F0010004F:2172-2179	m.0j7k_yv	GPE
justicia	SPA_DF_000404_20141114_F001000B0:1233-1240	m.0j7k_yv	GPE
Justicia	SPA_NW_001459_20150620_F0010004J:2752-2759	m.0j7k_yv	GPE
Justicia	SPA_NW_001459_20150620_F0010004J:2984-2991	m.0j7k_yv	GPE
justicia	SPA_NW_001461_20140602_F0010004O:1256-1263	m.0j7k_yv	GPE
justicia	SPA_NW_001461_20150630_F0010004N:2543-2550	m.0j7k_yv	GPE
norteamericano	SPA_DF_000386_20150527_F0010007L:4917-4930	m.059g4	LOC
norteamericano	SPA_DF_000386_20150527_F0010007L:5378-5391	m.059g4	LOC
norteamericano	SPA_DF_000386_20150527_F0010007L:6179-6192	m.059g4	LOC
norteamericano	SPA_DF_000386_20150527_F0010007L:7576-7589	m.059g4	LOC
norteamericano	SPA_NW_001456_20150623_F0010004C:604-617	m.059g4	LOC
norteamericano	SPA_NW_001451_20150625_F00100045:1266-1279	m.059g4	LOC
norteamericano	SPA_NW_001451_20150625_F00100045:2978-2991	m.059g4	LOC
norteamericano	SPA_DF_001258_20140408_F001000C8:370-383	m.059g4	LOC
norteamericano	SPA_DF_000386_20150823_F0010007R:15981-15994	m.059g4	LOC
norteamericano	SPA_DF_000386_20150823_F0010007R:18294-18307	m.059g4	LOC
Everest	SPA_NW_001446_20150425_F0010003R:436-442	m.0blbd	LOC
Everest	SPA_NW_001446_20150425_F0010003R:689-695	m.0blbd	LOC
Everest	SPA_NW_001446_20150425_F0010003R:1344-1350	m.0blbd	LOC
Everest	SPA_NW_001446_20150425_F0010003R:1754-1760	m.0blbd	LOC
Everest	SPA_NW_001446_20150425_F0010003R:2622-2628	m.0blbd	LOC
Everest	SPA_DF_001258_20150425_F001000BH:2584-2590	m.0blbd	LOC
Everest	SPA_DF_001258_20150425_F001000B2:2381-2387	m.0blbd	LOC
demócratas	SPA_DF_001258_20150704_F001000BI:2423-2432	m.0d075m	ORG
demócratas	SPA_DF_001258_20150704_F001000BI:2730-2739	m.0d075m	ORG
demócratas	SPA_NW_001375_20150622_F0010003M:828-837	m.0d075m	ORG
demócratas	SPA_NW_001375_20150622_F0010003M:3694-3703	m.0d075m	ORG
demócratas	SPA_NW_001096_20150615_F0010003P:6098-6107	m.0d075m	ORG
Google	SPA_DF_001258_20150623_F001000B7:328-333	m.045c7b	ORG
GOOGLE	SPA_DF_001258_20140502_F001000CA:3813-3818	m.045c7b	ORG
Google	SPA_NW_001451_20150625_F00100045:4538-4543	m.045c7b	ORG
Ruso	SPA_DF_001258_20150607_F001000CI:2129-2132	m.06bnz	GPE
ruso	SPA_DF_000386_20150528_F0010007Q:212-215	m.06bnz	GPE
ruso	SPA_DF_001258_20150429_F001000B1:7913-7916	m.06bnz	GPE
Francia	SPA_NW_001449_20150626_F0010003Y:292-298	m.0f8l9c	GPE
Francia	SPA_NW_001449_20150626_F0010003Y:485-491	m.0f8l9c	GPE
Francia	SPA_NW_001449_20150626_F0010003Y:931-937	m.0f8l9c	GPE
Francia	SPA_NW_001449_20150626_F0010003Y:1386-1392	m.0f8l9c	GPE
Francia	SPA_NW_001449_20150626_F0010003Y:1578-1584	m.0f8l9c	GPE
Francia	SPA_NW_001449_20150626_F0010003Y:1655-1661	m.0f8l9c	GPE
Francia	SPA_NW_001450_20150626_F00100041:269-275	m.0f8l9c	GPE
Francia	SPA_NW_001450_20150626_F00100041:402-408	m.0f8l9c	GPE
Francia	SPA_NW_001450_20150626_F00100041:1085-1091	m.0f8l9c	GPE
Francia	SPA_NW_001113_20150629_F00100042:319-325	m.0f8l9c	GPE
Francia	SPA_NW_001113_20150629_F00100042:522-528	m.0f8l9c	GPE
Francia	SPA_NW_001113_20150629_F00100042:1146-1152	m.0f8l9c	GPE
Francia	SPA_NW_001113_20150629_F00100042:1438-1444	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150627_F001000C6:124-130	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150627_F001000C6:262-268	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150627_F001000C6:2226-2232	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150627_F001000C6:2765-2771	m.0f8l9c	GPE
Francia	SPA_NW_001450_20150626_F00100040:546-552	m.0f8l9c	GPE
Francia	SPA_NW_001451_20150625_F00100045:1332-1338	m.0f8l9c	GPE
Francia	SPA_NW_001451_20150625_F00100045:1655-1661	m.0f8l9c	GPE
Francia	SPA_NW_001451_20150625_F00100045:5282-5288	m.0f8l9c	GPE
Francia	SPA_NW_001369_20150110_F0010002W:684-690	m.0f8l9c	GPE
Francia	SPA_NW_001113_20150626_F00100043:532-538	m.0f8l9c	GPE
Francia	SPA_NW_001113_20150626_F00100043:2047-2053	m.0f8l9c	GPE
Francia	SPA_NW_001113_20150626_F00100043:4730-4736	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150109_F001000BM:2281-2287	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150109_F001000BM:2848-2854	m.0f8l9c	GPE
FRANCIA	SPA_DF_001258_20150109_F001000BM:3284-3290	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150629_F001000C7:5352-5358	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150629_F001000C7:5731-5737	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150629_F001000C7:6224-6230	m.0f8l9c	GPE
Francia	SPA_DF_001258_20150629_F001000C7:8765-8771	m.0f8l9c	GPE
USA	SPA_DF_001258_20150620_F001000B6:493-495	m.09c7x0	GPE
USA	SPA_DF_001258_20150620_F001000B6:567-569	m.09c7x0	GPE
USA	SPA_DF_001258_20150620_F001000B6:1625-1627	m.09c7x0	GPE
USA	SPA_DF_001258_20150620_F001000B6:1699-1701	m.09c7x0	GPE
USA	SPA_DF_000404_20150618_F001000AZ:1650-1652	m.09c7x0	GPE
USA	SPA_DF_000404_20150618_F001000AZ:2212-2214	m.09c7x0	GPE
USA	SPA_DF_000404_20150618_F001000AZ:2777-2779	m.09c7x0	GPE
USA	SPA_DF_001258_20150703_F001000B9:2969-2971	m.09c7x0	GPE
USA	SPA_DF_001258_20150703_F001000B9:3336-3338	m.09c7x0	GPE
USA	SPA_DF_001258_20150703_F001000B9:3931-3933	m.09c7x0	GPE
USA	SPA_DF_001258_20150703_F001000B9:4443-4445	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:2056-2058	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:2108-2110	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:2606-2608	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:2664-2666	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:3912-3914	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:3964-3966	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:4462-4464	m.09c7x0	GPE
USA	SPA_DF_001251_20140901_F001000BT:4520-4522	m.09c7x0	GPE
USA	SPA_NW_001465_20150602_F0010004P:844-846	m.09c7x0	GPE
USA	SPA_DF_000386_20150708_F0010007Z:1045-1047	m.09c7x0	GPE
USA	SPA_DF_000386_20150708_F0010007Z:1192-1194	m.09c7x0	GPE
USA	SPA_DF_000386_20150708_F0010007Z:1587-1589	m.09c7x0	GPE
USA	SPA_DF_000386_20150708_F0010007Z:2901-2903	m.09c7x0	GPE
USA	SPA_DF_000386_20150708_F0010007Z:3048-3050	m.09c7x0	GPE
USA	SPA_DF_001258_20150704_F001000BI:2078-2080	m.09c7x0	GPE
USA	SPA_DF_001258_20150704_F001000BI:2361-2363	m.09c7x0	GPE
USA	SPA_DF_001258_20150429_F001000BN:1694-1696	m.09c7x0	GPE
USA	SPA_DF_001258_20150429_F001000BN:2034-2036	m.09c7x0	GPE
USA	SPA_NW_001460_20150602_F0010004L:1643-1645	m.09c7x0	GPE
USA	SPA_NW_001460_20150602_F0010004L:1897-1899	m.09c7x0	GPE
USA	SPA_DF_001258_20150626_F001000CD:378-380	m.09c7x0	GPE
EEUU	SPA_NW_001445_20150729_F0010003K:1276-1279	m.09c7w0	GPE
EEUU	SPA_NW_001445_20150729_F0010003K:2253-2256	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:935-938	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:1160-1163	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:1474-1477	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:2764-2767	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:2919-2922	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:3480-3483	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:4346-4349	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:5088-5091	m.09c7w0	GPE
EEUU	SPA_NW_001451_20150625_F00100045:5462-5465	m.09c7w0	GPE
EEUU	SPA_NW_001373_20150727_F00100033:1106-1109	m.09c7w0	GPE
EEUU	SPA_NW_001373_20150727_F00100033:1902-1905	m.09c7w0	GPE
EEUU	SPA_NW_001452_20150523_F00100046:257-260	m.09c7w0	GPE
EEUU	SPA_NW_001452_20150523_F00100046:370-373	m.09c7w0	GPE
EEUU	SPA_NW_001452_20150523_F00100046:913-916	m.09c7w0	GPE
EEUU	SPA_NW_001452_20150523_F00100046:1474-1477	m.09c7w0	GPE
EEUU	SPA_DF_000386_20150428_F0010007O:3051-3054	m.09c7w0	GPE
EEUU	SPA_DF_000386_20150428_F0010007O:3183-3186	m.09c7w0	GPE
EEUU	SPA_DF_000386_20150428_F0010007O:3265-3268	m.09c7w0	GPE
EEUU	SPA_DF_000386_20150428_F0010007O:5354-5357	m.09c7w0	GPE
EEUU	SPA_DF_000386_20150428_F0010007O:5486-5489	m.09c7w0	GPE
EEUU	SPA_NW_001457_20150620_F0010004K:650-653	m.09c7w0	GPE
eeuu	SPA_DF_000386_20150505_F0010007M:601-604	m.09c7w0	GPE
eeuu	SPA_DF_000386_20150505_F0010007M:1015-1018	m.09c7w0	GPE
EEUU	SPA_DF_000386_20150505_F0010007M:3307-3310	m.09c7w0	GPE
eeuu	SPA_DF_000386_20150505_F0010007M:3527-3530	m.09c7w0	GPE
EEUU	SPA_DF_000386_20150505_F0010007M:4941-4944	m.09c7w0	GPE
eeuu	SPA_DF_000386_20150505_F0010007M:5673-5676	m.09c7w0	GPE
EEUU	SPA_DF_001251_20150701_F00100081:1065-1068	m.09c7w0	GPE
EEUU	SPA_DF_001251_20150701_F00100081:1357-1360	m.09c7w0	GPE
EEUU	SPA_DF_001255_20150626_F00100085:681-684	m.09c7w0	GPE
EEUU	SPA_DF_001255_20150626_F00100085:5489-5492	m.09c7w0	GPE
EEUU	SPA_DF_001255_20150626_F00100085:7305-7308	m.09c7w0	GPE
EEUU	SPA_DF_001258_20140408_F001000C8:993-996	m.09c7w0	GPE
EEUU	SPA_DF_001258_20140408_F001000C8:3847-3850	m.09c7w0	GPE
venezolanos	SPA_DF_001258_20150429_F001000BO:2320-2330	m.07ylj	GPE
venezolanos	SPA_DF_001258_20140123_F001000BK:3360-3370	m.07ylj	GPE
venezolanos	SPA_DF_001258_20150501_F001000CH:3888-3898	m.07ylj	GPE
venezolanos	SPA_DF_001502_20150711_F001000BV:17730-17740	m.07ylj	GPE
NSA	SPA_NW_001461_20140602_F0010004O:817-819	m.05htt	ORG
NSA	SPA_NW_001461_20140602_F0010004O:1650-1652	m.05htt	ORG
NSA	SPA_NW_001461_20140602_F0010004O:1944-1946	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:107-109	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:458-460	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:1134-1136	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:1871-1873	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:2820-2822	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:3033-3035	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:3370-3372	m.05htt	ORG
NSA	SPA_DF_001251_20140901_F001000BT:5198-5200	m.05htt	ORG
NSA	SPA_NW_001460_20150624_F0010004M:931-933	m.05htt	ORG
NSA	SPA_NW_001460_20150624_F0010004M:1666-1668	m.05htt	ORG
NSA	SPA_NW_001460_20150624_F0010004M:1795-1797	m.05htt	ORG
NSA	SPA_NW_001460_20150624_F0010004M:2181-2183	m.05htt	ORG
NSA	SPA_NW_001460_20150624_F0010004M:2221-2223	m.05htt	ORG
NSA	SPA_NW_001460_20150602_F0010004L:337-339	m.05htt	ORG
NSA	SPA_NW_001460_20150602_F0010004L:468-470	m.05htt	ORG
NSA	SPA_NW_001460_20150602_F0010004L:1061-1063	m.05htt	ORG
NSA	SPA_NW_001460_20150602_F0010004L:1362-1364	m.05htt	ORG
NSA	SPA_NW_001460_20150602_F0010004L:1798-1800	m.05htt	ORG
NSA	SPA_NW_001460_20150602_F0010004L:2014-2016	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:269-271	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:670-672	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:861-863	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:1426-1428	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:2137-2139	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:2514-2516	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:3920-3922	m.05htt	ORG
NSA	SPA_NW_001451_20150625_F00100045:5402-5404	m.05htt	ORG
NSA	SPA_NW_001461_20150630_F0010004N:443-445	m.05htt	ORG
NSA	SPA_NW_001461_20150630_F0010004N:1350-1352	m.05htt	ORG
NSA	SPA_DF_001251_20141001_F00100080:452-454	m.05htt	ORG
NSA	SPA_DF_001251_20141001_F00100080:860-862	m.05htt	ORG
NSA	SPA_DF_001251_20141001_F00100080:2442-2444	m.05htt	ORG
NSA	SPA_DF_001251_20141001_F00100080:4372-4374	m.05htt	ORG
NSA	SPA_NW_001452_20150523_F00100046:317-319	m.05htt	ORG
NSA	SPA_NW_001452_20150523_F00100046:663-665	m.05htt	ORG
