Athens Water Supply and Sewerage Company	ENG_NW_001436_20140731_F0010006P:9150-9189	m.012w3pq1	ORG
American	ENG_DF_000355_20150504_F001000DH:6936-6943	m.09c7w0	GPE
American	ENG_DF_000355_20150504_F001000DH:7165-7172	m.09c7w0	GPE
American	ENG_DF_000355_20150504_F001000DH:13485-13492	m.09c7w0	GPE
American	ENG_DF_000355_20150504_F001000DH:14510-14517	m.09c7w0	GPE
American	ENG_DF_000355_20150504_F001000DH:14847-14854	m.09c7w0	GPE
American	ENG_DF_001496_20150709_F0010008H:3512-3519	m.09c7w0	GPE
American	ENG_DF_001496_20150709_F0010008H:5126-5133	m.09c7w0	GPE
American	ENG_DF_001490_20150709_F00100087:4571-4578	m.09c7w0	GPE
American	ENG_DF_001490_20150709_F00100087:7541-7548	m.09c7w0	GPE
American	ENG_DF_001490_20150709_F00100087:10304-10311	m.09c7w0	GPE
American	ENG_DF_001490_20150709_F00100087:14766-14773	m.09c7w0	GPE
American	ENG_DF_001490_20150709_F00100087:16022-16029	m.09c7w0	GPE
American	ENG_DF_001490_20150709_F00100087:19282-19289	m.09c7w0	GPE
American	ENG_DF_001472_20150527_F001000D3:11673-11680	m.09c7w0	GPE
American	ENG_DF_001472_20150527_F001000D3:11981-11988	m.09c7w0	GPE
American	ENG_DF_001472_20150527_F001000D3:12491-12498	m.09c7w0	GPE
American	ENG_DF_001472_20150527_F001000D3:13210-13217	m.09c7w0	GPE
American	ENG_DF_001472_20150527_F001000D3:16930-16937	m.09c7w0	GPE
American	ENG_NW_001411_20150626_F0010005X:303-310	m.09c7w0	GPE
American	ENG_NW_001392_20150428_F00100055:967-974	m.09c7w0	GPE
American	ENG_DF_000355_20150619_F0010008I:5490-5497	m.09c7w0	GPE
American	ENG_NW_001381_20150623_F0010004U:696-703	m.09c7w0	GPE
American	ENG_NW_001387_20150601_F0010004Z:872-879	m.09c7w0	GPE
American	ENG_NW_001425_20150606_F0010006D:578-585	m.09c7w0	GPE
American	ENG_DF_001473_20150527_F001000D4:9078-9085	m.09c7w0	GPE
American	ENG_DF_001476_20150428_F001000D9:8308-8315	m.09c7w0	GPE
American	ENG_DF_001476_20150428_F001000D9:8644-8651	m.09c7w0	GPE
American	ENG_DF_001498_20150617_F0010008M:2997-3004	m.09c7w0	GPE
American	ENG_DF_001498_20150617_F0010008M:4565-4572	m.09c7w0	GPE
American	ENG_DF_001466_20150714_F001000CM:3187-3194	m.09c7w0	GPE
American	ENG_NW_001379_20150428_F0010004S:1807-1814	m.09c7w0	GPE
American	ENG_DF_001488_20150107_F001000E1:7613-7620	m.09c7w0	GPE
American	ENG_DF_001488_20150107_F001000E1:8669-8676	m.09c7w0	GPE
American	ENG_DF_001488_20150107_F001000E1:8749-8756	m.09c7w0	GPE
American	ENG_DF_001206_20150624_F001000CN:14659-14666	m.09c7w0	GPE
American	ENG_DF_001206_20150624_F001000CN:16792-16799	m.09c7w0	GPE
American	ENG_NW_001396_20150109_F0010005A:1767-1774	m.09c7w0	GPE
American	ENG_NW_001390_20150627_F00100053:6023-6030	m.09c7w0	GPE
American	ENG_DF_000354_20150531_F001000DQ:2199-2206	m.09c7w0	GPE
American	ENG_DF_000317_20150528_F001000D6:5347-5354	m.09c7w0	GPE
American	ENG_DF_000317_20150528_F001000D6:5526-5533	m.09c7w0	GPE
American	ENG_DF_000300_20150426_F0010008U:1925-1932	m.09c7w0	GPE
American	ENG_NW_001432_20150627_F0010006K:4662-4669	m.09c7w0	GPE
American	ENG_NW_001432_20150627_F0010006K:8146-8153	m.09c7w0	GPE
American	ENG_DF_001499_20130609_F0010008Q:25742-25749	m.09c7w0	GPE
American	ENG_DF_001499_20130609_F0010008Q:36805-36812	m.09c7w0	GPE
American	ENG_DF_001499_20130609_F0010008Q:39078-39085	m.09c7w0	GPE
American	ENG_DF_001206_20150601_F001000CP:11833-11840	m.09c7w0	GPE
American	ENG_DF_001500_20150107_F0010008X:6748-6755	m.09c7w0	GPE
American	ENG_NW_001410_20150611_F0010005U:7989-7996	m.09c7w0	GPE
American	ENG_DF_001469_20150710_F001000CY:11580-11587	m.09c7w0	GPE
American	ENG_DF_001467_20150527_F001000CQ:2517-2524	m.09c7w0	GPE
American	ENG_DF_001222_20150509_F001000DO:16788-16795	m.09c7w0	GPE
American	ENG_DF_001222_20150509_F001000DO:16986-16993	m.09c7w0	GPE
Penn	ENG_NW_001403_20150718_F0010005J:1123-1126	m.05tbn	GPE
Penn	ENG_NW_001418_20150428_F00100065:1565-1568	m.05tbn	GPE
Gibson	ENG_NW_001397_20150715_F0010005C:4173-4178	m.01chbr	ORG
Twitter	ENG_NW_001441_20150428_F0010006W:1108-1114	m.0289n8t	ORG
Twitter	ENG_NW_001464_20150623_F00100070:4885-4891	m.0289n8t	ORG
Twitter	ENG_NW_001464_20150623_F00100070:4930-4936	m.0289n8t	ORG
Twitter	ENG_NW_001024_20150107_F0010005O:6097-6103	m.0289n8t	ORG
Twitter	ENG_NW_001024_20150107_F0010005O:7693-7699	m.0289n8t	ORG
Twitter	ENG_NW_001024_20150107_F0010005O:9268-9274	m.0289n8t	ORG
Twitter	ENG_NW_001402_20150109_F0010005I:1829-1835	m.0289n8t	ORG
Twitter	ENG_NW_001402_20150109_F0010005I:2262-2268	m.0289n8t	ORG
Twitter	ENG_NW_001402_20150109_F0010005I:6503-6509	m.0289n8t	ORG
twitter	ENG_DF_001467_20150527_F001000CQ:7820-7826	m.0289n8t	ORG
twitter	ENG_DF_001467_20150527_F001000CQ:8076-8082	m.0289n8t	ORG
Twitter	ENG_DF_001467_20150527_F001000CQ:8102-8108	m.0289n8t	ORG
Twitter	ENG_DF_001467_20150527_F001000CQ:8126-8132	m.0289n8t	ORG
Twitter	ENG_NW_001032_20150111_F0010005W:1074-1080	m.0289n8t	ORG
Twitter	ENG_NW_001387_20150626_F00100050:2429-2435	m.0289n8t	ORG
Twitter	ENG_NW_001437_20150426_F0010006R:1018-1024	m.0289n8t	ORG
Twitter	ENG_DF_001466_20150529_F001000CL:1419-1425	m.0289n8t	ORG
Twitter	ENG_NW_001428_20150527_F0010006G:2468-2474	m.0289n8t	ORG
Twitter	ENG_DF_001492_20150530_F0010008B:2445-2451	m.0289n8t	ORG
Twitter	ENG_DF_000355_20150504_F001000DH:8379-8385	m.0289n8t	ORG
IMF	ENG_DF_000261_20150626_F001000DY:1675-1677	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:1828-1830	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:6208-6210	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:6429-6431	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:7030-7032	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:10948-10950	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:11101-11103	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:11564-11566	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:13550-13552	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:14162-14164	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:14361-14363	m.03y48	ORG
IMF	ENG_DF_000261_20150626_F001000DY:14380-14382	m.03y48	ORG
IMF	ENG_DF_001484_20150630_F0010008N:898-900	m.03y48	ORG
IMF	ENG_DF_001484_20150630_F0010008N:4019-4021	m.03y48	ORG
IMF	ENG_DF_001484_20150630_F0010008N:4418-4420	m.03y48	ORG
IMF	ENG_DF_001484_20150630_F0010008N:9701-9703	m.03y48	ORG
IMF	ENG_DF_001484_20150630_F0010008N:11476-11478	m.03y48	ORG
IMF	ENG_DF_001485_20150612_F001000E0:2811-2813	m.03y48	ORG
IMF	ENG_DF_001485_20150612_F001000E0:4631-4633	m.03y48	ORG
IMF	ENG_DF_001485_20150612_F001000E0:5699-5701	m.03y48	ORG
IMF	ENG_DF_001485_20150612_F001000E0:5970-5972	m.03y48	ORG
IMF	ENG_DF_001485_20150612_F001000E0:7769-7771	m.03y48	ORG
IMF	ENG_DF_001485_20150612_F001000E0:8523-8525	m.03y48	ORG
IMF	ENG_DF_001485_20150612_F001000E0:8917-8919	m.03y48	ORG
IMF	ENG_NW_001407_20150715_F0010005R:3002-3004	m.03y48	ORG
IMF	ENG_NW_001407_20150715_F0010005R:4994-4996	m.03y48	ORG
IMF	ENG_NW_001407_20150715_F0010005R:6826-6828	m.03y48	ORG
IMF	ENG_NW_001395_20150717_F00100058:398-400	m.03y48	ORG
IMF	ENG_DF_001219_20150712_F001000CU:3273-3275	m.03y48	ORG
IMF	ENG_DF_001219_20150712_F001000CU:4336-4338	m.03y48	ORG
IMF	ENG_DF_001219_20150712_F001000CU:12439-12441	m.03y48	ORG
IMF	ENG_DF_001219_20150712_F001000CU:12508-12510	m.03y48	ORG
IMF	ENG_NW_001404_20150717_F0010005K:3214-3216	m.03y48	ORG
IMF	ENG_NW_001436_20140731_F0010006P:647-649	m.03y48	ORG
IMF	ENG_NW_001436_20140731_F0010006P:923-925	m.03y48	ORG
IMF	ENG_NW_001436_20140731_F0010006P:941-943	m.03y48	ORG
IMF	ENG_NW_001436_20140731_F0010006P:7376-7378	m.03y48	ORG
IMF	ENG_NW_001384_20150705_F0010004X:4705-4707	m.03y48	ORG
SKYNEWS	ENG_DF_001230_20150107_F001000DZ:8806-8812	m.01fp7c	ORG
SKYNEWS	ENG_DF_001230_20150107_F001000DZ:9196-9202	m.01fp7c	ORG
Asia	ENG_NW_001380_20150511_F0010004T:703-706	m.0j0k	LOC
Asia	ENG_NW_001400_20150707_F0010005G:2695-2698	m.0j0k	LOC
Asia	ENG_NW_001400_20150707_F0010005G:4398-4401	m.0j0k	LOC
Asia	ENG_DF_001486_20150629_F001000DT:2483-2486	m.0j0k	LOC
Asia	ENG_DF_001486_20150629_F001000DT:3193-3196	m.0j0k	LOC
Asia	ENG_DF_001486_20150629_F001000DT:4359-4362	m.0j0k	LOC
Asia	ENG_NW_001436_20150718_F0010006Q:4367-4370	m.0j0k	LOC
Asia	ENG_NW_001397_20150628_F0010005B:4312-4315	m.0j0k	LOC
Asia	ENG_NW_001397_20150715_F0010005C:4711-4714	m.0j0k	LOC
Asia	ENG_DF_001485_20150612_F001000E0:10710-10713	m.0j0k	LOC
Asia	ENG_DF_001484_20150630_F0010008N:6660-6663	m.0j0k	LOC
Asia	ENG_DF_001490_20150709_F00100087:2223-2226	m.0j0k	LOC
Afghan	ENG_DF_001478_20140226_F001000DB:14562-14567	m.0jdd	GPE
tumblr	ENG_DF_001488_20150107_F001000E1:13088-13093	m.05pdgbz	ORG
tumblr	ENG_DF_001488_20150107_F001000E1:14243-14248	m.05pdgbz	ORG
Canadian	ENG_DF_000380_20150606_F001000D0:3918-3925	m.0d060g	GPE
Canadian	ENG_DF_001500_20150107_F0010008X:6662-6669	m.0d060g	GPE
Canadian	ENG_DF_001500_20150107_F0010008X:6762-6769	m.0d060g	GPE
canadian	ENG_DF_001481_20150708_F001000DJ:9108-9115	m.0d060g	GPE
Canadian	ENG_DF_000355_20150504_F001000DH:13370-13377	m.0d060g	GPE
France	ENG_NW_001423_20150107_F0010006B:316-321	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:1119-1124	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:1533-1538	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:1909-1914	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:2114-2119	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:2334-2339	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:3629-3634	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:4111-4116	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:4422-4427	m.0f8l9c	GPE
France	ENG_NW_001423_20150107_F0010006B:4686-4691	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:106-111	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:213-218	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:260-265	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:755-760	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:1171-1176	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:1666-1671	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:2363-2368	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:4728-4733	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:6670-6675	m.0f8l9c	GPE
France	ENG_DF_001485_20150624_F0010008W:6907-6912	m.0f8l9c	GPE
France	ENG_NW_001377_20150107_F0010004Q:3288-3293	m.0f8l9c	GPE
France	ENG_NW_001377_20150107_F0010004Q:4506-4511	m.0f8l9c	GPE
France	ENG_NW_001377_20150107_F0010004Q:5670-5675	m.0f8l9c	GPE
France	ENG_NW_001377_20150107_F0010004Q:6050-6055	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:969-974	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:1157-1162	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:2032-2037	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:2199-2204	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:3164-3169	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:5040-5045	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:5359-5364	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:6380-6385	m.0f8l9c	GPE
France	ENG_NW_001024_20150107_F0010005O:7114-7119	m.0f8l9c	GPE
France	ENG_NW_001402_20150109_F0010005I:4397-4402	m.0f8l9c	GPE
France	ENG_NW_001402_20150109_F0010005I:4568-4573	m.0f8l9c	GPE
France	ENG_NW_001402_20150109_F0010005I:4722-4727	m.0f8l9c	GPE
France	ENG_NW_001402_20150109_F0010005I:5855-5860	m.0f8l9c	GPE
France	ENG_NW_001402_20150109_F0010005I:6012-6017	m.0f8l9c	GPE
France	ENG_NW_001402_20150109_F0010005I:7081-7086	m.0f8l9c	GPE
France	ENG_NW_001402_20150109_F0010005I:7276-7281	m.0f8l9c	GPE
France	ENG_NW_001396_20150109_F0010005A:924-929	m.0f8l9c	GPE
France	ENG_NW_001396_20150109_F0010005A:1175-1180	m.0f8l9c	GPE
France	ENG_NW_001396_20150109_F0010005A:2099-2104	m.0f8l9c	GPE
France	ENG_NW_001396_20150109_F0010005A:3108-3113	m.0f8l9c	GPE
France	ENG_NW_001396_20150109_F0010005A:3853-3858	m.0f8l9c	GPE
France	ENG_NW_001022_20150108_F0010005M:839-844	m.0f8l9c	GPE
France	ENG_NW_001022_20150108_F0010005M:1463-1468	m.0f8l9c	GPE
France	ENG_NW_001381_20150623_F0010004U:548-553	m.0f8l9c	GPE
France	ENG_NW_001381_20150623_F0010004U:1792-1797	m.0f8l9c	GPE
France	ENG_NW_001381_20150623_F0010004U:4213-4218	m.0f8l9c	GPE
France	ENG_DF_001482_20150705_F001000DK:3038-3043	m.0f8l9c	GPE
France	ENG_DF_001482_20150705_F001000DK:3529-3534	m.0f8l9c	GPE
France	ENG_DF_001482_20150705_F001000DK:5931-5936	m.0f8l9c	GPE
France	ENG_DF_001482_20150705_F001000DK:8092-8097	m.0f8l9c	GPE
France	ENG_DF_001482_20150705_F001000DK:10893-10898	m.0f8l9c	GPE
France	ENG_DF_001482_20150705_F001000DK:12630-12635	m.0f8l9c	GPE
France	ENG_DF_001482_20150705_F001000DK:13357-13362	m.0f8l9c	GPE
france	ENG_DF_001235_20150624_F0010008S:3970-3975	m.0f8l9c	GPE
France	ENG_DF_001235_20150624_F0010008S:4411-4416	m.0f8l9c	GPE
France	ENG_DF_001493_20150107_F0010008D:1744-1749	m.0f8l9c	GPE
France	ENG_DF_001493_20150107_F0010008D:2684-2689	m.0f8l9c	GPE
France	ENG_NW_001437_20150627_F0010006S:4487-4492	m.0f8l9c	GPE
France	ENG_NW_001437_20150627_F0010006S:4712-4717	m.0f8l9c	GPE
France	ENG_DF_001500_20150107_F0010008X:2542-2547	m.0f8l9c	GPE
France	ENG_DF_001500_20150107_F0010008X:3923-3928	m.0f8l9c	GPE
France	ENG_DF_001500_20150107_F0010008X:6481-6486	m.0f8l9c	GPE
France	ENG_DF_001500_20150107_F0010008X:6815-6820	m.0f8l9c	GPE
France	ENG_DF_001500_20150107_F0010008X:9226-9231	m.0f8l9c	GPE
France	ENG_DF_001484_20150630_F0010008N:743-748	m.0f8l9c	GPE
France	ENG_DF_001484_20150630_F0010008N:9546-9551	m.0f8l9c	GPE
France	ENG_DF_001484_20150630_F0010008N:11321-11326	m.0f8l9c	GPE
France	ENG_DF_001478_20150113_F001000DC:716-721	m.0f8l9c	GPE
France	ENG_DF_001478_20150113_F001000DC:5791-5796	m.0f8l9c	GPE
France	ENG_DF_001478_20150113_F001000DC:10193-10198	m.0f8l9c	GPE
France	ENG_DF_001478_20150113_F001000DC:10441-10446	m.0f8l9c	GPE
France	ENG_DF_001478_20150113_F001000DC:10912-10917	m.0f8l9c	GPE
France	ENG_DF_001478_20150113_F001000DC:12875-12880	m.0f8l9c	GPE
france	ENG_DF_001478_20150113_F001000DC:15120-15125	m.0f8l9c	GPE
France	ENG_NW_001436_20150718_F0010006Q:2740-2745	m.0f8l9c	GPE
France	ENG_NW_001032_20150111_F0010005W:2600-2605	m.0f8l9c	GPE
France	ENG_DF_001485_20150612_F001000E0:5121-5126	m.0f8l9c	GPE
France	ENG_DF_001485_20150612_F001000E0:5165-5170	m.0f8l9c	GPE
France	ENG_DF_001485_20150612_F001000E0:5283-5288	m.0f8l9c	GPE
France	ENG_DF_001485_20150612_F001000E0:5314-5319	m.0f8l9c	GPE
France	ENG_DF_001485_20150612_F001000E0:5462-5467	m.0f8l9c	GPE
France	ENG_DF_001485_20150612_F001000E0:11140-11145	m.0f8l9c	GPE
France	ENG_DF_001488_20150107_F001000E1:358-363	m.0f8l9c	GPE
France	ENG_DF_001488_20150107_F001000E1:523-528	m.0f8l9c	GPE
France	ENG_DF_001488_20150107_F001000E1:6276-6281	m.0f8l9c	GPE
france	ENG_DF_001488_20150107_F001000E1:6424-6429	m.0f8l9c	GPE
France	ENG_DF_001488_20150107_F001000E1:17882-17887	m.0f8l9c	GPE
France	ENG_DF_001488_20150107_F001000E1:18688-18693	m.0f8l9c	GPE
France	ENG_DF_000380_20150715_F001000CS:12696-12701	m.0f8l9c	GPE
France	ENG_DF_000380_20150715_F001000CS:17217-17222	m.0f8l9c	GPE
France	ENG_DF_000380_20150715_F001000CS:19974-19979	m.0f8l9c	GPE
France	ENG_NW_001404_20150717_F0010005K:2784-2789	m.0f8l9c	GPE
France	ENG_DF_001480_20150107_F001000DG:15444-15449	m.0f8l9c	GPE
France	ENG_DF_001480_20150107_F001000DG:17312-17317	m.0f8l9c	GPE
France	ENG_DF_001483_20150626_F001000DU:18766-18771	m.0f8l9c	GPE
France	ENG_DF_001483_20150626_F001000DU:19451-19456	m.0f8l9c	GPE
France	ENG_DF_000200_20150702_F001000DW:1018-1023	m.0f8l9c	GPE
France	ENG_NW_001422_20150628_F0010006A:5471-5476	m.0f8l9c	GPE
France	ENG_DF_001237_20150307_F0010008T:2793-2798	m.0f8l9c	GPE
France	ENG_DF_001481_20150708_F001000DJ:433-438	m.0f8l9c	GPE
France	ENG_NW_001407_20150715_F0010005R:9554-9559	m.0f8l9c	GPE
France	ENG_DF_000355_20150504_F001000DH:3869-3874	m.0f8l9c	GPE
France	ENG_DF_000355_20150504_F001000DH:6804-6809	m.0f8l9c	GPE
France	ENG_DF_001206_20150601_F001000CP:9965-9970	m.0f8l9c	GPE
France	ENG_DF_001498_20150617_F0010008M:9466-9471	m.0f8l9c	GPE
France	ENG_DF_001219_20150712_F001000CU:7827-7832	m.0f8l9c	GPE
France	ENG_NW_001398_20150710_F0010005D:15716-15721	m.0f8l9c	GPE
France	ENG_DF_001495_20150204_F0010008F:24008-24013	m.0f8l9c	GPE
Ukraine	ENG_DF_000380_20150713_F001000CT:2812-2818	m.07t21	GPE
Ukraine	ENG_DF_000380_20150713_F001000CT:5761-5767	m.07t21	GPE
Ukraine	ENG_DF_001485_20150612_F001000E0:7264-7270	m.07t21	GPE
Ukraine	ENG_DF_001485_20150612_F001000E0:13481-13487	m.07t21	GPE
Ukraine	ENG_DF_001485_20150612_F001000E0:15464-15470	m.07t21	GPE
Ukraine	ENG_DF_001485_20150612_F001000E0:15485-15491	m.07t21	GPE
Ukraine	ENG_DF_001237_20150502_F0010008P:6440-6446	m.07t21	GPE
Ukraine	ENG_DF_000317_20150528_F001000D6:4160-4166	m.07t21	GPE
Ukraine	ENG_DF_000317_20150528_F001000D6:9142-9148	m.07t21	GPE
Ukraine	ENG_DF_000317_20150528_F001000D6:16347-16353	m.07t21	GPE
Ukraine	ENG_DF_001206_20150709_F001000CO:7716-7722	m.07t21	GPE
Ukraine	ENG_NW_001428_20150527_F0010006G:6047-6053	m.07t21	GPE
Ukraine	ENG_DF_001472_20150527_F001000D3:8188-8194	m.07t21	GPE
Ukraine	ENG_DF_001490_20150709_F00100087:15653-15659	m.07t21	GPE
Ukraine	ENG_DF_001490_20150709_F00100087:15758-15764	m.07t21	GPE
Ukraine	ENG_DF_001222_20150509_F001000DO:39853-39859	m.07t21	GPE
Ukraine	ENG_DF_001222_20150509_F001000DO:46403-46409	m.07t21	GPE
Ukraine	ENG_DF_001222_20150509_F001000DO:54490-54496	m.07t21	GPE
GWB	ENG_DF_000259_20150616_F001000CX:10317-10319	m.09b6zr	PER
Moscow	ENG_NW_001426_20150624_F0010006E:3434-3439	m.04swd	GPE
Moscow	ENG_NW_001440_20150709_F0010006V:3418-3423	m.04swd	GPE
Moscow	ENG_NW_001424_20150208_F0010006C:5020-5025	m.04swd	GPE
Moscow	ENG_DF_001228_20150614_F001000DP:4856-4861	m.04swd	GPE
Moscow	ENG_DF_000317_20150528_F001000D6:14604-14609	m.04swd	GPE
Palestine	ENG_DF_001235_20150624_F0010008S:4809-4817	m.01k0p4	GPE
palestine	ENG_DF_001478_20140226_F001000DB:3590-3598	m.01k0p4	GPE
Irish	ENG_DF_001235_20150624_F0010008S:1922-1926	m.03rt9	GPE
Irish	ENG_DF_001235_20150624_F0010008S:2504-2508	m.03rt9	GPE
Irish	ENG_DF_001235_20150624_F0010008S:3582-3586	m.03rt9	GPE
Irish	ENG_DF_001235_20150624_F0010008S:4513-4517	m.03rt9	GPE
Irish	ENG_NW_001387_20150626_F00100050:247-251	m.03rt9	GPE
Irish	ENG_NW_001387_20150626_F00100050:1395-1399	m.03rt9	GPE
Irish	ENG_NW_001422_20150628_F0010006A:4256-4260	m.03rt9	GPE
Irish	ENG_DF_001220_20150621_F00100088:1239-1243	m.03rt9	GPE
Irish	ENG_DF_001220_20150621_F00100088:16333-16337	m.03rt9	GPE
Irish	ENG_DF_001483_20150626_F001000DU:4308-4312	m.03rt9	GPE
Israel	ENG_DF_001485_20150624_F0010008W:6712-6717	m.03spz	GPE
Israel	ENG_DF_001485_20150624_F0010008W:6949-6954	m.03spz	GPE
Israel	ENG_DF_001485_20150702_F001000DS:2596-2601	m.03spz	GPE
Israel	ENG_DF_001235_20150624_F0010008S:4798-4803	m.03spz	GPE
Israel	ENG_DF_000259_20150616_F001000CX:3347-3352	m.03spz	GPE
Israel	ENG_DF_000259_20150616_F001000CX:3584-3589	m.03spz	GPE
Israel	ENG_DF_001485_20150612_F001000E0:11174-11179	m.03spz	GPE
Israel	ENG_DF_001499_20130609_F0010008Q:10688-10693	m.03spz	GPE
Israel	ENG_DF_001499_20130609_F0010008Q:18537-18542	m.03spz	GPE
Olympic	ENG_DF_000249_20150527_F001000D5:1233-1239	m.05nd_	ORG
Olympic	ENG_DF_000317_20150528_F001000D6:13123-13129	m.05nd_	ORG
Chitwan	ENG_DF_000300_20150601_F0010008V:1391-1397	m.08ckqr	GPE
Chitwan	ENG_DF_000300_20150601_F0010008V:3520-3526	m.08ckqr	GPE
CIA	ENG_DF_001237_20150716_F0010008R:905-907	m.0d6qjf	ORG
CIA	ENG_DF_001237_20150716_F0010008R:932-934	m.0d6qjf	ORG
CIA	ENG_NW_001022_20150108_F0010005M:2966-2968	m.0d6qjf	ORG
CIA	ENG_DF_001206_20150601_F001000CP:2118-2120	m.0d6qjf	ORG
CIA	ENG_DF_001206_20150601_F001000CP:4199-4201	m.0d6qjf	ORG
CIA	ENG_DF_001206_20150601_F001000CP:8824-8826	m.0d6qjf	ORG
CIA	ENG_DF_000354_20150531_F001000DQ:3356-3358	m.0d6qjf	ORG
CIA	ENG_DF_000354_20150531_F001000DQ:5946-5948	m.0d6qjf	ORG
CIA	ENG_DF_001220_20150621_F00100088:10892-10894	m.0d6qjf	ORG
CIA	ENG_DF_001222_20150509_F001000DO:17514-17516	m.0d6qjf	ORG
CIA	ENG_DF_001222_20150509_F001000DO:55145-55147	m.0d6qjf	ORG
CIA	ENG_DF_001499_20130609_F0010008Q:1603-1605	m.0d6qjf	ORG
CIA	ENG_DF_001222_20150602_F001000DL:17357-17359	m.0d6qjf	ORG
Swiss	ENG_NW_001426_20150624_F0010006E:295-299	m.06mzp	GPE
Swiss	ENG_NW_001426_20150624_F0010006E:402-406	m.06mzp	GPE
Swiss	ENG_NW_001426_20150624_F0010006E:751-755	m.06mzp	GPE
Swiss	ENG_NW_001426_20150624_F0010006E:4465-4469	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:709-713	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:951-955	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:1147-1151	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:2886-2890	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:4098-4102	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:4750-4754	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:5195-5199	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:13477-13481	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:14366-14370	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:14840-14844	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:15789-15793	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:16263-16267	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:16658-16662	m.06mzp	GPE
Swiss	ENG_DF_001472_20150527_F001000D3:16879-16883	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:1083-1087	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:1573-1577	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:6430-6434	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:6744-6748	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:6840-6844	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:6951-6955	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:6980-6984	m.06mzp	GPE
Swiss	ENG_DF_000317_20150528_F001000D6:9628-9632	m.06mzp	GPE
swiss	ENG_DF_000317_20150528_F001000D6:9902-9906	m.06mzp	GPE
Swiss	ENG_DF_000317_20150528_F001000D6:14136-14140	m.06mzp	GPE
Swiss	ENG_NW_001428_20150527_F0010006G:4195-4199	m.06mzp	GPE
